seed,seat,opponent,family,outcome,candidate_final_money,opponent_final_money,money_margin,p99_latency,weeds_at_end
131,1,soil,replay_tape_lineage,0.0,27035.0,181339.0,-154304.0,0.0011,0
137,0,soil,replay_tape_lineage,0.0,26622.0,170944.0,-144322.0,0.001,1
137,1,soil,replay_tape_lineage,0.0,25594.0,173574.0,-147980.0,0.0011,1
101,0,roman_anchor,replay_tape_lineage,0.0,27802.0,160160.0,-132358.0,0.001,2
101,1,roman_anchor,replay_tape_lineage,0.0,25680.0,172110.0,-146430.0,0.001,1
103,0,roman_anchor,replay_tape_lineage,0.0,26564.0,173791.0,-147227.0,0.0011,1
103,1,roman_anchor,replay_tape_lineage,0.0,27254.0,171205.0,-143951.0,0.001,0
107,0,roman_anchor,replay_tape_lineage,0.0,28070.0,187708.0,-159638.0,0.001,3
107,1,roman_anchor,replay_tape_lineage,0.0,27551.0,187565.0,-160014.0,0.0011,0
109,0,roman_anchor,replay_tape_lineage,0.0,26182.0,185913.0,-159731.0,0.0011,0
109,1,roman_anchor,replay_tape_lineage,0.0,26934.0,184381.0,-157447.0,0.001,0
113,0,roman_anchor,replay_tape_lineage,0.0,29442.0,180299.0,-150857.0,0.0011,4
113,1,roman_anchor,replay_tape_lineage,0.0,29442.0,180299.0,-150857.0,0.001,5
127,0,roman_anchor,replay_tape_lineage,0.0,27225.0,179760.0,-152535.0,0.001,0
127,1,roman_anchor,replay_tape_lineage,0.0,27272.0,180992.0,-153720.0,0.001,3
131,0,roman_anchor,replay_tape_lineage,0.0,27389.0,182820.0,-155431.0,0.0011,11
131,1,roman_anchor,replay_tape_lineage,0.0,27591.0,180146.0,-152555.0,0.001,8
137,0,roman_anchor,replay_tape_lineage,0.0,27293.0,169680.0,-142387.0,0.0011,2
137,1,roman_anchor,replay_tape_lineage,0.0,27507.0,172785.0,-145278.0,0.001,6
101,0,kaito_v17,learned_market_ranker,0.0,26969.0,162971.0,-136002.0,0.001,1
101,1,kaito_v17,learned_market_ranker,0.0,27896.0,173192.0,-145296.0,0.001,1
103,0,kaito_v17,learned_market_ranker,0.0,26944.0,170943.0,-143999.0,0.0011,0
103,1,kaito_v17,learned_market_ranker,0.0,26253.0,179272.0,-153019.0,0.0011,4
107,0,kaito_v17,learned_market_ranker,0.0,29496.0,190606.0,-161110.0,0.001,2
107,1,kaito_v17,learned_market_ranker,0.0,29333.0,189404.0,-160071.0,0.001,0
109,0,kaito_v17,learned_market_ranker,0.0,26363.0,187361.0,-160998.0,0.001,0
109,1,kaito_v17,learned_market_ranker,0.0,25906.0,185676.0,-159770.0,0.0011,3
113,0,kaito_v17,learned_market_ranker,0.0,29524.0,182218.0,-152694.0,0.001,4
113,1,kaito_v17,learned_market_ranker,0.0,29524.0,182218.0,-152694.0,0.0011,5
127,0,kaito_v17,learned_market_ranker,0.0,26810.0,184501.0,-157691.0,0.001,0
127,1,kaito_v17,learned_market_ranker,0.0,27351.0,173398.0,-146047.0,0.0011,0
131,0,kaito_v17,learned_market_ranker,0.0,28456.0,184239.0,-155783.0,0.001,0
131,1,kaito_v17,learned_market_ranker,0.0,26949.0,173063.0,-146114.0,0.001,0
137,0,kaito_v17,learned_market_ranker,0.0,26578.0,170986.0,-144408.0,0.001,1
137,1,kaito_v17,learned_market_ranker,0.0,25567.0,173601.0,-148034.0,0.0011,1
101,0,pilkwang,economic_control,0.0,20968.0,148199.0,-127231.0,0.001,1
101,1,pilkwang,economic_control,0.0,19637.0,147732.0,-128095.0,0.001,0
103,0,pilkwang,economic_control,0.0,24858.0,165681.0,-140823.0,0.001,0
103,1,pilkwang,economic_control,0.0,20792.0,166438.0,-145646.0,0.001,2
107,0,pilkwang,economic_control,0.0,22287.0,149079.0,-126792.0,0.001,0
107,1,pilkwang,economic_control,0.0,23574.0,149082.0,-125508.0,0.001,0
109,0,pilkwang,economic_control,0.0,20537.0,162584.0,-142047.0,0.001,0
109,1,pilkwang,economic_control,0.0,24146.0,157683.0,-133537.0,0.001,1
113,0,pilkwang,economic_control,0.0,21541.0,146973.0,-125432.0,0.0011,2
113,1,pilkwang,economic_control,0.0,21703.0,144267.0,-122564.0,0.001,2
127,0,pilkwang,economic_control,0.0,23031.0,162156.0,-139125.0,0.001,0
127,1,pilkwang,economic_control,0.0,22934.0,153114.0,-130180.0,0.0009,5
131,0,pilkwang,economic_control,0.0,23547.0,163579.0,-140032.0,0.0012,0
131,1,pilkwang,economic_control,0.0,20255.0,152308.0,-132053.0,0.001,1
137,0,pilkwang,economic_control,0.0,21859.0,164959.0,-143100.0,0.001,2
137,1,pilkwang,economic_control,0.0,20632.0,170005.0,-149373.0,0.001,2
