seed,seat,opponent,family,outcome,candidate_final_money,opponent_final_money,money_margin,p99_latency,weeds_at_end
103,0,kaito_v17,learned_market_ranker,0.0,28867.0,175784.0,-146917.0,0.0004,2
103,1,kaito_v17,learned_market_ranker,0.0,28894.0,174849.0,-145955.0,0.0005,2
107,0,kaito_v17,learned_market_ranker,0.0,29143.0,187629.0,-158486.0,0.0005,3
107,1,kaito_v17,learned_market_ranker,0.0,29134.0,187679.0,-158545.0,0.0004,2
109,0,kaito_v17,learned_market_ranker,0.0,28942.0,177601.0,-148659.0,0.0005,2
109,1,kaito_v17,learned_market_ranker,0.0,28942.0,177696.0,-148754.0,0.0004,2
113,0,kaito_v17,learned_market_ranker,0.0,29081.0,179317.0,-150236.0,0.0005,1
113,1,kaito_v17,learned_market_ranker,0.0,29081.0,179317.0,-150236.0,0.0005,1
127,0,kaito_v17,learned_market_ranker,0.0,29138.0,177265.0,-148127.0,0.0005,3
127,1,kaito_v17,learned_market_ranker,0.0,29017.0,172850.0,-143833.0,0.0004,2
131,0,kaito_v17,learned_market_ranker,0.0,29012.0,176849.0,-147837.0,0.0005,3
131,1,kaito_v17,learned_market_ranker,0.0,29062.0,168040.0,-138978.0,0.0005,3
137,0,kaito_v17,learned_market_ranker,0.0,28886.0,168899.0,-140013.0,0.0005,2
137,1,kaito_v17,learned_market_ranker,0.0,28886.0,168053.0,-139167.0,0.0005,5
101,0,pilkwang,economic_control,0.0,21611.0,157669.0,-136058.0,0.0005,0
101,1,pilkwang,economic_control,0.0,21660.0,152148.0,-130488.0,0.0004,2
103,0,pilkwang,economic_control,0.0,21694.0,160050.0,-138356.0,0.0004,1
103,1,pilkwang,economic_control,0.0,21488.0,161254.0,-139766.0,0.0004,1
107,0,pilkwang,economic_control,0.0,21684.0,152323.0,-130639.0,0.0004,2
107,1,pilkwang,economic_control,0.0,21684.0,152323.0,-130639.0,0.0004,1
109,0,pilkwang,economic_control,0.0,21459.0,157113.0,-135654.0,0.0005,1
109,1,pilkwang,economic_control,0.0,21926.0,156577.0,-134651.0,0.0004,3
113,0,pilkwang,economic_control,0.0,21482.0,153818.0,-132336.0,0.0005,0
113,1,pilkwang,economic_control,0.0,21480.0,154885.0,-133405.0,0.0004,1
127,0,pilkwang,economic_control,0.0,22007.0,157522.0,-135515.0,0.0004,2
127,1,pilkwang,economic_control,0.0,22883.0,151930.0,-129047.0,0.0004,0
131,0,pilkwang,economic_control,0.0,21912.0,159597.0,-137685.0,0.0005,2
131,1,pilkwang,economic_control,0.0,22920.0,165524.0,-142604.0,0.0004,1
137,0,pilkwang,economic_control,0.0,21918.0,159849.0,-137931.0,0.0004,2
137,1,pilkwang,economic_control,0.0,21955.0,163372.0,-141417.0,0.0004,2
