seed,seat,opponent,family,outcome,candidate_final_money,opponent_final_money,money_margin,p99_latency,weeds_at_end
109,0,roman_anchor,replay_tape_lineage,0.0,32457.0,177507.0,-145050.0,0.0005,1
109,1,roman_anchor,replay_tape_lineage,0.0,32497.0,176733.0,-144236.0,0.0005,1
113,0,roman_anchor,replay_tape_lineage,0.0,32688.0,178410.0,-145722.0,0.0004,0
113,1,roman_anchor,replay_tape_lineage,0.0,32688.0,178410.0,-145722.0,0.0004,0
127,0,roman_anchor,replay_tape_lineage,0.0,32900.0,178012.0,-145112.0,0.0005,2
127,1,roman_anchor,replay_tape_lineage,0.0,32702.0,180494.0,-147792.0,0.0005,2
131,0,roman_anchor,replay_tape_lineage,0.0,32663.0,178523.0,-145860.0,0.0005,2
131,1,roman_anchor,replay_tape_lineage,0.0,32753.0,177781.0,-145028.0,0.0005,2
137,0,roman_anchor,replay_tape_lineage,0.0,32931.0,176669.0,-143738.0,0.0005,2
137,1,roman_anchor,replay_tape_lineage,0.0,32497.0,174433.0,-141936.0,0.0005,4
101,0,kaito_v17,learned_market_ranker,0.0,32869.0,157145.0,-124276.0,0.0005,1
101,1,kaito_v17,learned_market_ranker,0.0,32654.0,172463.0,-139809.0,0.0005,3
103,0,kaito_v17,learned_market_ranker,0.0,32547.0,170343.0,-137796.0,0.0005,2
103,1,kaito_v17,learned_market_ranker,0.0,32521.0,170630.0,-138109.0,0.0005,1
107,0,kaito_v17,learned_market_ranker,0.0,32873.0,183580.0,-150707.0,0.0005,3
107,1,kaito_v17,learned_market_ranker,0.0,32873.0,183087.0,-150214.0,0.0005,2
109,0,kaito_v17,learned_market_ranker,0.0,32552.0,178214.0,-145662.0,0.0005,1
109,1,kaito_v17,learned_market_ranker,0.0,32606.0,177717.0,-145111.0,0.0005,1
113,0,kaito_v17,learned_market_ranker,0.0,32798.0,179460.0,-146662.0,0.0005,0
113,1,kaito_v17,learned_market_ranker,0.0,32798.0,179460.0,-146662.0,0.0005,0
127,0,kaito_v17,learned_market_ranker,0.0,32993.0,180548.0,-147555.0,0.0005,2
127,1,kaito_v17,learned_market_ranker,0.0,32779.0,171999.0,-139220.0,0.0006,2
131,0,kaito_v17,learned_market_ranker,0.0,32757.0,179567.0,-146810.0,0.0006,2
131,1,kaito_v17,learned_market_ranker,0.0,32831.0,170347.0,-137516.0,0.0005,2
137,0,kaito_v17,learned_market_ranker,0.0,33038.0,177776.0,-144738.0,0.0005,2
137,1,kaito_v17,learned_market_ranker,0.0,32606.0,175447.0,-142841.0,0.0006,4
101,0,pilkwang,economic_control,0.0,29191.0,154627.0,-125436.0,0.0005,1
101,1,pilkwang,economic_control,0.0,29494.0,157008.0,-127514.0,0.0004,1
103,0,pilkwang,economic_control,0.0,29362.0,159091.0,-129729.0,0.0005,2
103,1,pilkwang,economic_control,0.0,29327.0,165677.0,-136350.0,0.0004,2
107,0,pilkwang,economic_control,0.0,29524.0,150607.0,-121083.0,0.0005,2
107,1,pilkwang,economic_control,0.0,29524.0,150607.0,-121083.0,0.0004,0
109,0,pilkwang,economic_control,0.0,29453.0,151939.0,-122486.0,0.0005,1
109,1,pilkwang,economic_control,0.0,29464.0,148320.0,-118856.0,0.0004,1
113,0,pilkwang,economic_control,0.0,29613.0,148541.0,-118928.0,0.0005,0
113,1,pilkwang,economic_control,0.0,29613.0,148541.0,-118928.0,0.0004,0
127,0,pilkwang,economic_control,0.0,29713.0,154652.0,-124939.0,0.0005,2
127,1,pilkwang,economic_control,0.0,29549.0,147804.0,-118255.0,0.0004,1
131,0,pilkwang,economic_control,0.0,29253.0,164305.0,-135052.0,0.0005,2
131,1,pilkwang,economic_control,0.0,29368.0,160411.0,-131043.0,0.0005,1
137,0,pilkwang,economic_control,0.0,29734.0,166804.0,-137070.0,0.0005,2
137,1,pilkwang,economic_control,0.0,29804.0,165215.0,-135411.0,0.0004,2
