seed,seat,opponent,family,outcome,candidate_final_money,opponent_final_money,money_margin,p99_latency,weeds_at_end
131,0,roman_anchor,replay_tape_lineage,0.0,31342.0,182396.0,-151054.0,0.0005,2
131,1,roman_anchor,replay_tape_lineage,0.0,31377.0,179162.0,-147785.0,0.0005,2
137,0,roman_anchor,replay_tape_lineage,0.0,31200.0,170276.0,-139076.0,0.0005,1
137,1,roman_anchor,replay_tape_lineage,0.0,31173.0,169358.0,-138185.0,0.0005,4
101,0,kaito_v17,learned_market_ranker,0.0,31598.0,168509.0,-136911.0,0.0005,1
101,1,kaito_v17,learned_market_ranker,0.0,31468.0,176064.0,-144596.0,0.0005,3
103,0,kaito_v17,learned_market_ranker,0.0,31240.0,176366.0,-145126.0,0.0005,2
103,1,kaito_v17,learned_market_ranker,0.0,31261.0,174891.0,-143630.0,0.0005,1
107,0,kaito_v17,learned_market_ranker,0.0,31550.0,188613.0,-157063.0,0.0005,2
107,1,kaito_v17,learned_market_ranker,0.0,31550.0,188507.0,-156957.0,0.0005,2
109,0,kaito_v17,learned_market_ranker,0.0,31299.0,179544.0,-148245.0,0.0005,1
109,1,kaito_v17,learned_market_ranker,0.0,31299.0,179009.0,-147710.0,0.0005,1
113,0,kaito_v17,learned_market_ranker,0.0,31358.0,184464.0,-153106.0,0.0005,0
113,1,kaito_v17,learned_market_ranker,0.0,31358.0,184464.0,-153106.0,0.0005,1
127,0,kaito_v17,learned_market_ranker,0.0,31509.0,175894.0,-144385.0,0.0005,2
127,1,kaito_v17,learned_market_ranker,0.0,31338.0,175016.0,-143678.0,0.0005,1
131,0,kaito_v17,learned_market_ranker,0.0,31436.0,183701.0,-152265.0,0.0005,2
131,1,kaito_v17,learned_market_ranker,0.0,31445.0,171680.0,-140235.0,0.0005,2
137,0,kaito_v17,learned_market_ranker,0.0,31299.0,171119.0,-139820.0,0.0005,1
137,1,kaito_v17,learned_market_ranker,0.0,31278.0,170434.0,-139156.0,0.0005,4
101,0,pilkwang,economic_control,0.0,25905.0,150741.0,-124836.0,0.0005,1
101,1,pilkwang,economic_control,0.0,25785.0,148567.0,-122782.0,0.0004,1
103,0,pilkwang,economic_control,0.0,26013.0,163620.0,-137607.0,0.0005,2
103,1,pilkwang,economic_control,0.0,25936.0,166151.0,-140215.0,0.0004,1
107,0,pilkwang,economic_control,0.0,26093.0,155160.0,-129067.0,0.0004,2
107,1,pilkwang,economic_control,0.0,26093.0,155018.0,-128925.0,0.0004,0
109,0,pilkwang,economic_control,0.0,25939.0,155838.0,-129899.0,0.0005,1
109,1,pilkwang,economic_control,0.0,26120.0,158312.0,-132192.0,0.0004,2
113,0,pilkwang,economic_control,0.0,26042.0,153661.0,-127619.0,0.0005,0
113,1,pilkwang,economic_control,0.0,26061.0,152849.0,-126788.0,0.0004,0
127,0,pilkwang,economic_control,0.0,26170.0,155683.0,-129513.0,0.0005,2
127,1,pilkwang,economic_control,0.0,25958.0,149663.0,-123705.0,0.0004,1
131,0,pilkwang,economic_control,0.0,26081.0,159858.0,-133777.0,0.0005,2
131,1,pilkwang,economic_control,0.0,25817.0,157981.0,-132164.0,0.0004,2
137,0,pilkwang,economic_control,0.0,26203.0,160034.0,-133831.0,0.0004,0
137,1,pilkwang,economic_control,0.0,26060.0,169269.0,-143209.0,0.0004,2
